name,value,year,lastValue,rank
SCI,7816,2018.9,7732,6
SCI,7816,2019.0,7816,6
SCI,7844,2019.1,7816,6
SCI,7844,2019.2,7844,6
SCI,7945,2019.3,7844,6
SCI,7945,2019.4,7945,6
Language Centre,34,2016.8,34,7
Language Centre,314,2016.9,34,7
Language Centre,314,2017.0,314,7
Language Centre,468,2017.1,314,7
Language Centre,4208,2017.2,468,7
Language Centre,4351,2017.3,4208,7
Language Centre,4401,2017.4,4351,7
Language Centre,4421,2017.5,4401,7
Language Centre,4421,2017.6,4421,7
Language Centre,4701,2017.7,4421,7
Language Centre,4701,2017.8,4701,7
Language Centre,4701,2017.9,4701,7
Language Centre,4726,2018.0,4701,7
Language Centre,4788,2018.1,4726,7
Language Centre,4788,2018.2,4788,7
Language Centre,4854,2018.3,4788,7
Language Centre,4946,2018.4,4854,7
Language Centre,5021,2018.5,4946,7
Language Centre,5404,2018.6,5021,7
Language Centre,5439,2018.7,5404,7
Language Centre,5514,2018.8,5439,7
Language Centre,5514,2018.9,5514,7
Language Centre,5842,2019.0,5514,7
Language Centre,5842,2019.1,5842,7
Language Centre,5842,2019.2,5842,7
Language Centre,5842,2019.3,5842,7
Language Centre,5842,2019.4,5842,7
Learning Centre,1500,2016.8,1500,8
Learning Centre,1500,2016.9,1500,8
Learning Centre,1500,2017.0,1500,8
Learning Centre,1500,2017.1,1500,8
Learning Centre,1500,2017.2,1500,8
Learning Centre,1500,2017.3,1500,8
Learning Centre,1500,2017.4,1500,8
Learning Centre,3000,2017.5,1500,8
Learning Centre,3000,2017.6,3000,8
Learning Centre,3000,2017.7,3000,8
Learning Centre,3000,2017.8,3000,8
Learning Centre,3000,2017.9,3000,8
Learning Centre,3000,2018.0,3000,8
Learning Centre,3000,2018.1,3000,8
Learning Centre,3000,2018.2,3000,8
Learning Centre,3000,2018.3,3000,8
Learning Centre,3000,2018.4,3000,8
Learning Centre,3000,2018.5,3000,8
Learning Centre,4500,2018.6,3000,7
Learning Centre,4500,2018.7,4500,7
Learning Centre,4500,2018.8,4500,7
Learning Centre,4500,2018.9,4500,7
Learning Centre,4500,2019.0,4500,7
Learning Centre,4500,2019.1,4500,7
Learning Centre,4500,2019.2,4500,7
Learning Centre,4500,2019.3,4500,7
Learning Centre,4500,2019.4,4500,7
