name,value,year,lastValue,rank
ARTS,53,2016.6,53,1
ARTS,53,2016.7,53,1
ARTS,53,2016.8,53,1
ARTS,53,2016.9,53,1
ARTS,123,2017.0,53,1
ARTS,154,2017.1,123,1
ARTS,154,2017.2,154,1
ARTS,154,2017.3,154,1
ARTS,154,2017.4,154,1
ARTS,200,2017.5,154,1
ARTS,236,2017.6,200,1
ARTS,276,2017.7,236,1
ARTS,312,2017.8,276,1
ARTS,332,2018.0,312,1
ARTS,332,2018.1,332,1
ARTS,332,2018.2,332,1
ARTS,332,2018.3,332,1
ARTS,332,2018.4,332,1
ARTS,402,2018.5,332,1
ARTS,402,2018.6,402,1
ARTS,402,2018.7,402,1
ARTS,402,2018.8,402,1
ARTS,402,2018.9,402,1
ARTS,522,2019.0,402,1
ARTS,522,2019.1,522,1
ARTS,522,2019.2,522,1
BIZ,53,2016.6,53,3
BIZ,53,2016.7,53,3
BIZ,53,2016.8,53,3
BIZ,53,2016.9,53,3
BIZ,123,2017.0,53,3
BIZ,154,2017.1,123,3
BIZ,154,2017.2,354,3
BIZ,154,2017.3,354,3
BIZ,154,2017.4,354,3
BIZ,200,2017.5,154,3
BIZ,236,2017.6,200,3
BIZ,276,2017.7,236,3
BIZ,312,2017.8,276,3
BIZ,332,2018.0,312,3
BIZ,332,2018.1,332,3
BIZ,332,2018.2,332,3
BIZ,332,2018.3,332,3
BIZ,332,2018.4,332,3
BIZ,402,2018.5,332,3
BIZ,402,2018.6,402,3
BIZ,402,2018.7,402,3
BIZ,402,2018.8,402,3
BIZ,402,2018.9,402,3
BIZ,522,2019.0,402,3
BIZ,522,2019.1,522,3
BIZ,522,2019.2,522,3
CHEM,19,2016.1,19,4
CHEM,19,2016.2,19,4
CHEM,19,2016.3,19,4
CHEM,19,2016.4,19,4
CHEM,53,2016.5,19,4
CHEM,53,2016.6,19,4
CHEM,53,2016.7,19,4
CHEM,149,2016.8,53,4
CHEM,149,2016.9,53,4
CHEM,149,2017.0,53,4
CHEM,149,2017.1,53,4
CHEM,149,2017.2,53,4
CHEM,149,2017.3,53,4
CHEM,149,2017.4,53,4
CHEM,149,2017.5,53,4
CHEM,149,2017.6,53,4
CHEM,149,2017.7,53,4
CHEM,164,2017.8,149,4
CHEM,164,2017.9,149,4
CHEM,164,2018.0,149,4
CHEM,164,2018.1,149,4
CHEM,164,2018.2,149,4
CHEM,463,2018.3,164,4
CHEM,463,2018.4,164,4
CHEM,463,2018.5,164,4
CHEM,1197,2018.6,463,4
CHEM,1197,2018.7,463,4
CHEM,1197,2018.8,463,4
CHEM,1197,2018.9,463,4
CHEM,1209,2019.1,1197,4
CHEM,1509,2019.2,1209,4
ELEC,199232,2017.6,199232,3
ELEC,224663,2017.7,199232,4
ELEC,193634,2017.8,224663,4
ELEC,164110,2017.9,193634,4
ELEC,193159,2018.0,164110,4
ELEC,167587,2018.1,193159,4
ELEC,113872,2018.2,167587,4
ELEC,131383,2018.3,113872,4
ELEC,138021,2018.4,131383,4
ELEC,131712,2018.5,138021,4
ELEC,135645,2018.6,131712,4
ELEC,129148,2018.7,135645,4
ELEC,145085,2018.8,129148,5
ELEC,114273,2018.9,145085,6
ELEC,102497,2019.0,114273,7
ELEC,117271,2019.1,1024976,6
ELEC,174906,2019.2,117271,3
ENG,144851,2017.6,144851,5
ENG,156311,2017.7,144851,5
ENG,138104,2017.8,156311,5
ENG,126675,2017.9,138104,5
ENG,137696,2018.0,126675,5
ENG,142834,2018.1,137696,5
ENG,99857,2018.2,142834,5
ENG,110423,2018.3,99857,5
ENG,112166,2018.4,110423,6
ENG,98366,2018.5,112166,5
ENG,101483,2018.6,98366,5
ENG,102442,2018.7,101483,5
ENG,115918,2018.8,102442,6
ENG,103141,2018.9,115918,7
ENG,117518,2019.0,103141,5
ENG,118779,2019.1,117518,5
ENG,112501,2019.2,118779,6
SCI,104453,2017.7,104453,9
SCI,123876,2017.8,104453,6
SCI,106095,2017.9,123876,6
SCI,95010,2018.0,106095,7
SCI,97003,2018.1,95010,6
SCI,69481,2018.2,97003,6
SCI,78109,2018.3,69481,6
SCI,68279,2018.4,78109,7
SCI,59847,2018.5,68279,6
SCI,61426,2018.6,59847,6
SCI,60215,2018.7,61426,6
SCI,85539,2018.8,60215,9
SCI,63635,2018.9,85539,8
SCI,53464,2019,63635,11
SCI,57866,2019.1,53464,12
SCI,65567,2019.2,57866,12
Language Centre,117694,2017.7,117694,8
Language Centre,72256,2017.8,117694,8
Language Centre,65618,2017.9,72256,9
Language Centre,62263,2018.0,65618,8
Language Centre,54310,2019.1,62263,9
Language Centre,37638,2018.2,54310,10
Language Centre,42922,2018.3,37638,11
Language Centre,44350,2018.4,42922,11
Language Centre,49942,2018.5,44350,7
Language Centre,51440,2018.6,49942,7
Language Centre,47127,2018.7,51440,8
Language Centre,48956,2018.8,47127,14
Language Centre,35872,2018.9,48956,13
